task,student,buckets,origin,eval_day,arm,seed,teacher,n,base_rate,logloss,ne,cane,cane_mult,cal_mult,cal_clip_frac,cane_shift,ne_miscalibration,auc,pr_auc,ece,pred_mean,cal_ratio,n_train,eval_rows,secs,n_teacher,frac_censored,n_train_band0,n_train_band1,frac_sum_gt1,dom_auc,weight_p99,n_train_band2
1d,S4,131072,45,46,D,0,n13,300302,0.1478345132566549,0.2935061124043607,0.7006016549369638,0.7004947163013945,0.7004943915012426,1.019443403181783,0.0,0.0317032020111122,0.0001069386355693,0.8583876202372911,0.5830185698414065,0.0051951177177931,0.1450149295147224,0.980927432439017,,300302,11.8,,,11462071.0,11210186.0,0.0,,,
1d,S4,131072,45,46,E,0,n13,300302,0.1478345132566549,0.293222308475376,0.6999242124786264,0.6999233633235045,0.6999287663732676,0.998301635427814,0.0,-0.0028286514642849,8.491551218847704e-07,0.8585232955902637,0.5827663756409374,0.0038756231769542,0.1480860173020769,1.0017012539215746,11210186.0,300302,6.0,,,,,,0.6914842252938638,2.683713674545288,
7d,S4,131072,45,46,oracle,0,n13,300302,0.1956863424153019,0.3528312312467938,0.7137074323093493,0.7136938354858845,0.7137348567344642,0.9937835956381208,0.0,-0.0109895906783636,1.3596823464800956e-05,0.8501768100659195,0.616846603887952,0.0059813181649091,0.1969104171916314,1.0062552897725057,11466237.0,300302,6.3,,,,,,,,
7d,S4,131072,45,46,A,0,n13,300302,0.1956863424153019,0.3557867907368314,0.7196859415451058,0.719340714410616,0.7196145516776054,1.0320896639082953,0.0,0.0559098453582685,0.0003452271344898,0.8465604563755732,0.6135531639521155,0.0061734159843168,0.1896020755350664,0.9689080658101168,9486000.0,300302,5.2,,,,,,,,
7d,S4,131072,45,46,B_teacher,0,n13,300302,0.1956863424153019,0.3540099103611018,0.716091665817298,0.7155509118505065,0.7155965008187025,0.9623035474846664,0.0,-0.070033388019576,0.0005407539667915,0.8489730513560484,0.618226445703601,0.0092356273074385,0.2033519910913765,1.0391731409635423,9486000.0,300302,0.0,,,,,,,,
7d,S4,131072,45,46,B,0,n13,300302,0.1956863424153019,0.3555857526561118,0.7192792814774022,0.7185831625952074,0.7186090923455334,0.9573421800387268,0.0,-0.0793033851042662,0.0006961188821947,0.8470337683038969,0.6146225138722089,0.0101148778381087,0.2044058503798358,1.0445585923724237,11466237.0,300302,13.7,9486000.0,,,,,,,
7d,S4,131072,45,46,B_nofresh,0,n13,300302,0.1956863424153019,0.3557879242586406,0.7196882344343634,0.719168510147953,0.7191050046349593,0.9630059257114806,0.0,-0.0686339621230606,0.0005197242864103,0.8467698704854181,0.6138090326261032,0.00907648479273,0.2032036742356766,1.0384152093988288,9486000.0,300302,11.6,9486000.0,,,,,,,
7d,S4,131072,45,46,C,0,n13,300302,0.1956863424153019,0.3534720848998754,0.7150037518375575,0.7150012652670853,0.715002461492434,0.9973450711212796,0.0,-0.0047206716926689,2.4865704721932502e-06,0.8492816895929067,0.6160046591683094,0.0040426784805624,0.196207258732726,1.0026619962895444,11466237.0,300302,6.8,,0.1727015525102615,,,,,,
7d,S4,131072,45,46,D,0,n13,300302,0.1956863424153019,0.3551713905237553,0.718441109265477,0.7183802118795054,0.7183864016881775,1.0134317479937758,2.99698303707601e-05,0.0231813528803377,6.089738597159222e-05,0.8477180824866466,0.6142566335195825,0.0067769526348264,0.1930927690026381,0.9867462727308812,,300302,5.1,,,11462071.0,11210186.0,3.329981154820416e-06,,,9486000.0
7d,S4,131072,45,46,E,0,n13,300302,0.1956863424153019,0.3557618870735184,0.719635566385471,0.7195625785678359,0.7195490408129193,1.0146701007376575,0.0,0.0254664723131439,7.29878176350951e-05,0.8465822715232296,0.6133437645688503,0.0046687661483574,0.1928571091954315,0.9855419995848972,9486000.0,300302,5.2,,,,,,0.731743193714,5.980311393737793,
1d,S0,36,46,47,oracle,0,n13,295984,0.1340646791718471,0.3062857511400484,0.7772939370478371,0.7769348492180321,0.7771102251836312,0.9633391808791212,0.0,-0.055743779124059,0.0003590878298049,0.8138348284809468,0.491528753321355,0.0061629188922308,0.1391666422718349,1.0380559826160327,11754084.0,295984,6.1,,,,,,,,
1d,S0,36,46,47,A,0,n13,295984,0.1340646791718471,0.3063873239749842,0.7775517092375995,0.7771754489894149,0.7773645251861999,0.9624829357796844,0.0,-0.0570327007598759,0.0003762602481846,0.813556808019266,0.4914795455247624,0.0064538785529211,0.1392904478490775,1.0389794590902788,11466237.0,295984,6.0,,,,,,,,
1d,S0,36,46,47,B_teacher,0,n13,295984,0.1340646791718471,0.2840369871659227,0.7208308816183057,0.7208003289647139,0.7208172699092441,0.9894865105030904,0.0,-0.0169242776758557,3.05526535917533e-05,0.8503099715893687,0.5425639221415482,0.0027758176449336,0.1354891428521687,1.0106251973981577,11466237.0,295984,22.1,,,,,,,,
1d,S0,36,46,47,B,0,n13,295984,0.1340646791718471,0.3052196300592564,0.7745883281542664,0.774587995693237,0.7745913511507583,0.998854473517428,0.0,-0.0017058576727973,3.324610293731212e-07,0.8151987960195715,0.4938100389854352,0.0040031505570699,0.1342184299377901,1.0011468402184136,11754084.0,295984,13.9,11466237.0,,,,,,,
1d,S0,36,46,47,B_nofresh,0,n13,295984,0.1340646791718471,0.3053214812961155,0.7748468068742093,0.7748459416943255,0.7748522842304801,0.998151614773318,0.0,-0.0027485768543062,8.651798837355784e-07,0.8150116416687954,0.4935809935683314,0.0041900482518826,0.1343129412281654,1.0018518080813823,11466237.0,295984,14.0,11466237.0,,,,,,,
1d,S0,36,46,47,C,0,n13,295984,0.1340646791718471,0.3062932980494535,0.7773130896427658,0.7769288883251367,0.7770957372392413,0.9621364538351151,0.0,-0.0576854800855564,0.000384201317629,0.8138239242447974,0.4915743480837623,0.0063965058577733,0.1393406087436557,1.039353613527436,11754084.0,295984,6.7,,0.0244889352470636,,,,,,
1d,S0,36,46,47,D,0,n13,295984,0.1340646791718471,0.3074554480677662,0.7802624013878019,0.7799553905685124,0.7801134484070521,0.9659092019688388,0.0,-0.0513732493704284,0.0003070108192895,0.8119619805453319,0.4896344111636251,0.0074758228818179,0.1387963577721171,1.0352939986094685,,295984,12.2,,,11750774.0,11466237.0,0.0,,,
1d,S0,36,46,47,E,0,n13,295984,0.1340646791718471,0.3058466706978129,0.7761796358948924,0.7759565886789733,0.7760744115074504,0.9709351512690608,0.0,-0.0439742734633935,0.000223047215919,0.8145430248933929,0.492753726498312,0.0057732327344259,0.1380778922223774,1.0299349021332167,11466237.0,295984,6.9,,,,,,0.6947718602440818,3.3152098655700684,
7d,S0,36,46,47,oracle,0,n13,295984,0.1820301097356614,0.3725028946962363,0.7851126105359143,0.7846499166089042,0.7847470161629014,0.9622521113543392,0.0,-0.0617689315639627,0.0004626939270101,0.8074711701535681,0.538393549096944,0.0098045538386806,0.1891709122669108,1.0392286888230693,11754084.0,295984,6.0,,,,,,,,
7d,S0,36,46,47,A,0,n13,295984,0.1820301097356614,0.3742834471501869,0.7888654248233234,0.7888518014065699,0.7888967905279975,1.0066768607162166,0.0,0.0106997625429613,1.3623416753594242e-05,0.8044951998383899,0.5352333406975858,0.0086350534147068,0.1808227812111953,0.9933674240694612,9767244.0,295984,5.1,,,,,,,,
7d,S0,36,46,47,B_teacher,0,n13,295984,0.1820301097356614,0.3476533732482133,0.7327380573917434,0.7319405160893153,0.7320726067673,0.9526675322289264,0.0,-0.0841302783326244,0.000797541302428,0.8416801556329842,0.5862851970098045,0.0098251593642539,0.1910741193307714,1.0496841407624455,9767244.0,295984,19.0,,,,,,,,
7d,S0,36,46,47,B,0,n13,295984,0.1820301097356614,0.372024896960961,0.7841051497748959,0.783756712175628,0.7837073857120119,0.9672271302148684,0.0,-0.0538211541952952,0.0003484375992678,0.8083470496499628,0.538527236664054,0.0089336562860087,0.1881978948369899,1.0338833235352394,11754084.0,295984,14.1,9767244.0,,,,,,,
7d,S0,36,46,47,B_nofresh,0,n13,295984,0.1820301097356614,0.3733139710063061,0.7868220905109948,0.786558167964604,0.7865326347521461,0.9713268102022744,0.0,-0.0467694745812532,0.0002639225463908,0.806097574589,0.5366802624065595,0.0097062761819879,0.1874035678040786,1.029519611212785,9767244.0,295984,11.6,9767244.0,,,,,,,
7d,S0,36,46,47,C,0,n13,295984,0.1820301097356614,0.3727594495658574,0.7856533431484707,0.7853196514962357,0.7852998505270248,0.9678611298622524,0.0,-0.052591648433335,0.0003336916522349,0.8069828186781721,0.5378725844741512,0.0092454712922362,0.1880746153754187,1.0332060758988446,11754084.0,295984,6.5,,0.1690340191125869,,,,,,
7d,S0,36,46,47,D,0,n13,295984,0.1820301097356614,0.375635669279464,0.7917154607856128,0.7914519862794893,0.7914272918483686,0.9711092871658924,0.0,-0.0463337039991145,0.0002634745061235,0.8031990973743677,0.5339542674206608,0.0120218472653929,0.1874455451527008,1.0297502178343108,,295984,5.0,,,11750774.0,11466237.0,1.351424361928366e-05,,,9767244.0
7d,S0,36,46,47,E,0,n13,295984,0.1820301097356614,0.3735858938877277,0.7873952137976513,0.7872447574141384,0.7874405384089271,1.0225506080483835,0.0,0.0354684737081975,0.0001504563835129,0.8064160057781838,0.5350511650105264,0.0104765185140739,0.1780157464118864,0.977946707115628,9767244.0,295984,7.6,,,,,,0.7356800492425,6.293135643005371,
1d,S1,64,46,47,oracle,0,n13,295984,0.1340646791718471,0.3033455216979992,0.7698322039756076,0.7690466259887588,0.7690672714829929,0.9471088310175064,0.0,-0.0832891688479831,0.0007855779868487,0.8192702908511185,0.4995179440091471,0.0083398075444436,0.141551503672305,1.05584486940711,11754084.0,295984,6.2,,,,,,,,
1d,S1,64,46,47,A,0,n13,295984,0.1340646791718471,0.3036618621786071,0.7706350148693695,0.7696380955898792,0.7696458802361493,0.9407560319617128,0.0,-0.0938134919474506,0.0009969192794903,0.8188369836442266,0.4991189495488114,0.0091385078237994,0.1425073819535215,1.0629748479154033,11466237.0,295984,6.0,,,,,,,,
1d,S1,64,46,47,B_teacher,0,n13,295984,0.1340646791718471,0.2840369871659227,0.7208308816183057,0.7208003289647139,0.7208172699092441,0.9894865105030904,0.0,-0.0169242776758557,3.05526535917533e-05,0.8503099715893687,0.5425639221415482,0.0027758176449336,0.1354891428521687,1.0106251973981577,11466237.0,295984,0.0,,,,,,,,
1d,S1,64,46,47,B,0,n13,295984,0.1340646791718471,0.3014166161677846,0.7649370151913004,0.7649344408892588,0.7649380032362751,0.9968387990520852,0.0,-0.0047754622221189,2.574302041646881e-06,0.8223290776600045,0.5022149424177184,0.0026251535459934,0.1344898285453295,1.0031712258300147,11754084.0,295984,14.0,11466237.0,,,,,,,
1d,S1,64,46,47,B_nofresh,0,n13,295984,0.1340646791718471,0.3015953611184375,0.7653906352696203,0.7653889271163095,0.7653921827625055,0.9974228798763782,0.0,-0.0038891504799562,1.7081533107976554e-06,0.8219630593243238,0.5018709729714408,0.0025232885831494,0.1344110726520162,1.0025837788320449,11466237.0,295984,13.7,11466237.0,,,,,,,
1d,S1,64,46,47,C,0,n13,295984,0.1340646791718471,0.3033831782882089,0.7699277691109458,0.7691064884111594,0.7690988091147446,0.9460033277913842,0.0,-0.0852059756874252,0.0008212806997864,0.8192428166006445,0.4995080582470295,0.0084840162260065,0.1417169213187075,1.0570787338927028,11754084.0,295984,6.9,,0.0244889352470636,,,,,,
1d,S1,64,46,47,D,0,n13,295984,0.1340646791718471,0.3034101176177959,0.7699961359137701,0.7692315551072963,0.7690337931958664,0.9476627335743294,0.0,-0.0819732662502569,0.0007645808064737,0.8195382152093542,0.4998349760429731,0.0086364874665061,0.1414687677610695,1.0552277351123311,,295984,12.0,,,11750774.0,11466237.0,3.378561086719856e-05,,,
1d,S1,64,46,47,E,0,n13,295984,0.1340646791718471,0.3036991670889694,0.7707296875093432,0.7692656243227466,0.7694388602994008,0.9287051446176258,0.0,-0.1132186297396353,0.0014640631865966,0.8192054359155402,0.499758928463147,0.0103465492502629,0.1443565591822422,1.076768020286706,11466237.0,295984,6.0,,,,,,0.6947718602440818,3.3152098655700684,
7d,S1,64,46,47,oracle,0,n13,295984,0.1820301097356614,0.3682342968091973,0.7761158213078623,0.7758792430986756,0.7758287744169423,0.9729893655022064,0.0,-0.0445693535059023,0.0002365782091866,0.813953273718874,0.5456053223932036,0.006453342995721,0.1870833497154483,1.0277604621956502,11754084.0,295984,5.9,,,,,,,,
7d,S1,64,46,47,A,0,n13,295984,0.1820301097356614,0.3701749177878934,0.780206006979808,0.7801937758235703,0.7802311113118825,1.0063065284327346,0.0,0.0101671682059409,1.2231156237718643e-05,0.8108209343644167,0.5423034913864299,0.0070754011603511,0.1808893260577003,0.9937329946149146,9767244.0,295984,5.2,,,,,,,,
7d,S1,64,46,47,B_teacher,0,n13,295984,0.1820301097356614,0.3476533732482133,0.7327380573917434,0.7319405160893153,0.7320726067673,0.9526675322289264,0.0,-0.0841302783326244,0.000797541302428,0.8416801556329842,0.5862851970098045,0.0098251593642539,0.1910741193307714,1.0496841407624455,9767244.0,295984,0.0,,,,,,,,
7d,S1,64,46,47,B,0,n13,295984,0.1820301097356614,0.3664551283866728,0.7723659240998678,0.7721724596022667,0.7720973978340964,0.9755368052752664,0.0,-0.0403352964048904,0.0001934644976011,0.817063332037458,0.5472058056628539,0.0069403395853891,0.1865948150303751,1.0250766496891224,11754084.0,295984,14.0,9767244.0,,,,,,,
7d,S1,64,46,47,B_nofresh,0,n13,295984,0.1820301097356614,0.3683844401396484,0.7764322736732088,0.7762664554755235,0.7761643111130428,0.9773157816865894,0.0,-0.0373428000972633,0.0001658181976852,0.8141683497895692,0.544139327702498,0.0074154954935893,0.1862551625038996,1.0232107357094589,9767244.0,295984,11.6,9767244.0,,,,,,,
7d,S1,64,46,47,C,0,n13,295984,0.1820301097356614,0.368596309652853,0.7768788243684476,0.7766955325504161,0.7765568893629318,0.976217537413114,0.0,-0.039333224819647,0.0001832918180314,0.8134205949889708,0.5451179530513812,0.0069547740468337,0.1864646994746932,1.0243618473090612,11754084.0,295984,6.5,,0.1690340191125869,,,,,,
7d,S1,64,46,47,D,0,n13,295984,0.1820301097356614,0.3709833015533832,0.7819098119635415,0.7814223310279641,0.7796889423972805,0.9614767783833764,0.0,-0.0637358867643496,0.0004874809355773,0.8115749157316516,0.5436590915592018,0.0110956103884255,0.1893234593161221,1.0400667207807102,,295984,5.0,,,11750774.0,11466237.0,0.0005439483211375,,,9767244.0
7d,S1,64,46,47,E,0,n13,295984,0.1820301097356614,0.3700560611550163,0.7799554966008384,0.7799554410663169,0.7799546000746372,0.9995745227687506,0.0,-0.0006792196378088,5.5534521536948496e-08,0.8114328377707685,0.5418801848294033,0.0077014197773636,0.1821075923698524,1.000425658339181,9767244.0,295984,5.2,,,,,,0.7356800492425,6.293135643005371,
1d,S2,160,46,47,oracle,0,n13,295984,0.1340646791718471,0.2984773170366535,0.7574776430680653,0.756650372101845,0.7566182011428348,0.9463204572649796,0.0,-0.0863485520298588,0.0008272709662202,0.8274993727524973,0.5120001203067355,0.0093804445209263,0.1416694293593905,1.056724487273754,11754084.0,295984,5.9,,,,,,,,
1d,S2,160,46,47,A,0,n13,295984,0.1340646791718471,0.2987444522255955,0.7581555804581132,0.7572852715152002,0.7572470627456473,0.9450002240835154,0.0,-0.0885531104317427,0.0008703089429129,0.8270006449957941,0.5116289995888321,0.0096523670754888,0.1418673517266796,1.0582008072747546,11466237.0,295984,6.0,,,,,,,,
1d,S2,160,46,47,B_teacher,0,n13,295984,0.1340646791718471,0.2840369871659227,0.7208308816183057,0.7208003289647139,0.7208172699092441,0.9894865105030904,0.0,-0.0169242776758557,3.05526535917533e-05,0.8503099715893687,0.5425639221415482,0.0027758176449336,0.1354891428521687,1.0106251973981577,11466237.0,295984,0.0,,,,,,,,
1d,S2,160,46,47,B,0,n13,295984,0.1340646791718471,0.2967902874895177,0.7531962886997075,0.7531568348409449,0.7531879407936186,0.9877932113939812,0.0,-0.0187991738617633,3.945385876258367e-05,0.8301336930942302,0.5138152898278586,0.0039238217672404,0.1357214016308677,1.012357635652094,11754084.0,295984,14.0,11466237.0,,,,,,,
1d,S2,160,46,47,B_nofresh,0,n13,295984,0.1340646791718471,0.2970254896412379,0.7537931862237752,0.753738454532226,0.7537784049352686,0.9856431991573652,0.0,-0.0221310283396912,5.473169154923685e-05,0.8297384073560949,0.5133709704723186,0.0041715202274619,0.1360174546798072,1.014565920867621,11466237.0,295984,13.6,11466237.0,,,,,,,
1d,S2,160,46,47,C,0,n13,295984,0.1340646791718471,0.2984869319851851,0.7575020439459084,0.7566830270840157,0.7566183553133586,0.9466052566209668,0.0,-0.0859663005462462,0.0008190168618926,0.8274790645713374,0.511998067749675,0.0094641622503369,0.1416268061413569,1.056406557015786,11754084.0,295984,6.5,,0.0244889352470636,,,,,,
1d,S2,160,46,47,D,0,n13,295984,0.1340646791718471,0.2997563995290692,0.7607237067933222,0.7599376867294907,0.7598419054210908,0.9474885233822125,0.0,-0.08397411885747,0.0007860200638315,0.825481169874137,0.5112308395309053,0.0109137982321284,0.1414947789481203,1.0554217547990337,,295984,12.4,,,11750774.0,11466237.0,3.040704905288294e-05,,,
1d,S2,160,46,47,E,0,n13,295984,0.1340646791718471,0.2983024022496442,0.7570337432035231,0.7560947327997355,0.7560569938404913,0.9430150811830814,0.0,-0.0920492121340068,0.0009390104037876,0.8275977003008437,0.5135157730325896,0.0095340934379997,0.1421659969675704,1.0604284278735254,11466237.0,295984,5.9,,,,,,0.6947718602440818,3.3152098655700684,
7d,S2,160,46,47,oracle,0,n13,295984,0.1820301097356614,0.3622185140813519,0.7634365456589386,0.7629420740489037,0.7629214566144052,0.961642330572888,0.0,-0.0649158400804613,0.0004944716100349,0.8227994160578685,0.5572899439763694,0.0078812043212922,0.1892908662072092,1.0398876673869597,11754084.0,295984,6.3,,,,,,,,
7d,S2,160,46,47,A,0,n13,295984,0.1820301097356614,0.365073112159073,0.7694530920555995,0.7691415903692048,0.7690522524550514,0.9693388411666228,0.0,-0.0515227458689829,0.0003115016863947,0.8185940945446122,0.5522373554164342,0.0076039279109282,0.1877879045026027,1.0316310020100663,9767244.0,295984,5.2,,,,,,,,
7d,S2,160,46,47,B_teacher,0,n13,295984,0.1820301097356614,0.3476533732482133,0.7327380573917434,0.7319405160893153,0.7320726067673,0.9526675322289264,0.0,-0.0841302783326244,0.000797541302428,0.8416801556329842,0.5862851970098045,0.0098251593642539,0.1910741193307714,1.0496841407624455,9767244.0,295984,0.0,,,,,,,,
7d,S2,160,46,47,B,0,n13,295984,0.1820301097356614,0.3614089001067611,0.7617301478022571,0.761218203539447,0.7611721417975937,0.960990106150606,0.0,-0.0660472983447688,0.00051194426281,0.8242608919551874,0.5575844933440633,0.00798299761269,0.1894193380042288,1.04059343961995,11754084.0,295984,14.1,9767244.0,,,,,,,
7d,S2,160,46,47,B_nofresh,0,n13,295984,0.1820301097356614,0.3635939657926583,0.766335541879117,0.7657775028650096,0.7657368062653597,0.9592424902596368,0.0,-0.0687968297545887,0.0005580390141074,0.8212027008013774,0.5536566030963623,0.0082607431610054,0.1897644355666433,1.0424892664307766,9767244.0,295984,11.7,9767244.0,,,,,,,
7d,S2,160,46,47,C,0,n13,295984,0.1820301097356614,0.3626895154543103,0.7644292604076143,0.7640696794079596,0.7638969958763027,0.9672244175493764,0.0,-0.055532243579823,0.0003595809996547,0.822128853035857,0.5564014912326042,0.0079190711831969,0.1881984226544495,1.0338862231514645,11754084.0,295984,7.0,,0.1690340191125869,,,,,,
7d,S2,160,46,47,D,0,n13,295984,0.1820301097356614,0.366640475656881,0.772756574699476,0.7723463315988672,0.771342236455395,0.9648444513674248,0.0,-0.0589547637851005,0.0004102431006087,0.8176953269986635,0.5532028230337663,0.0131477785790214,0.1886626486556246,1.0364364935537027,,295984,5.3,,,11750774.0,11466237.0,0.0003986701776739,,,9767244.0
7d,S2,160,46,47,E,0,n13,295984,0.1820301097356614,0.3640764154305836,0.767352385775035,0.7670361487072405,0.7670378466780028,0.9690013668437106,0.0,-0.0517224911015697,0.0003162370677944,0.8195986076991457,0.5549643312586543,0.0067404502637085,0.1878533054381345,1.031990288370036,9767244.0,295984,5.0,,,,,,0.7356800492425,6.293135643005371,
1d,S3,896,46,47,oracle,0,n13,295984,0.1340646791718471,0.290559083349786,0.7373826990035085,0.7358744422332353,0.7361313744640413,0.9293387916983205,0.0,-0.117693552304038,0.0015082567702732,0.8410087239333447,0.5315194689242692,0.0104997182818323,0.1442581331689067,1.076033852167679,11754084.0,295984,6.2,,,,,,,,
1d,S3,896,46,47,A,0,n13,295984,0.1340646791718471,0.2907833660450991,0.7379518850613082,0.7364017719929675,0.7366528608516112,0.9284335770197272,0.0,-0.1193277034112549,0.0015501130683406,0.8406632058565996,0.5312447088245023,0.0106331382573754,0.144398783596555,1.0770829758333398,11466237.0,295984,5.9,,,,,,,,
1d,S3,896,46,47,B_teacher,0,n13,295984,0.1340646791718471,0.2840369871659227,0.7208308816183057,0.7208003289647139,0.7208172699092441,0.9894865105030904,0.0,-0.0169242776758557,3.05526535917533e-05,0.8503099715893687,0.5425639221415482,0.0027758176449336,0.1354891428521687,1.0106251973981577,11466237.0,295984,0.0,,,,,,,,
1d,S3,896,46,47,B,0,n13,295984,0.1340646791718471,0.2879950499297954,0.7308756786007362,0.7307224088324087,0.7307818434677273,0.976550970671648,0.0,-0.0376328250764836,0.0001532697683275,0.8445766759865803,0.5341196567652993,0.0041733708017821,0.1372838522495561,1.024012089519735,11754084.0,295984,14.2,11466237.0,,,,,,,
1d,S3,896,46,47,B_nofresh,0,n13,295984,0.1340646791718471,0.2881534174889374,0.7312775848046258,0.731101343769311,0.7311696915344511,0.9748822009680946,0.0,-0.0403378423272917,0.0001762410353147,0.8443149160614668,0.5338727847953795,0.0042870481657137,0.1375188500094841,1.025764958070793,11466237.0,295984,13.7,11466237.0,,,,,,,
1d,S3,896,46,47,C,0,n13,295984,0.1340646791718471,0.2905739035722889,0.7374203098589085,0.7359418650910895,0.7361523305517983,0.9300492702163128,0.0,-0.1166176857994898,0.0014784447678189,0.8409769255977015,0.5315179831959771,0.0103905089885927,0.1441479322280056,1.0752118538487945,11754084.0,295984,6.6,,0.0244889352470636,,,,,,
1d,S3,896,46,47,D,0,n13,295984,0.1340646791718471,0.290773003195264,0.7379255861547566,0.7366711584140841,0.736838437655599,0.9350691265383267,0.0,-0.1071130836360793,0.0012544277406724,0.8406749251081993,0.5305374052097326,0.0093094044835093,0.1433740836553564,1.069439650629949,,295984,12.1,,,11750774.0,11466237.0,2.702848723856732e-05,,,
1d,S3,896,46,47,E,0,n13,295984,0.1340646791718471,0.2907388920091455,0.7378390185685832,0.7361930485735896,0.736471575901274,0.9263523908716422,0.0,-0.1228911190137286,0.0016459699949936,0.8406815219744199,0.5315821625185377,0.0106585174139578,0.144723196585805,1.0795028002886242,11466237.0,295984,6.0,,,,,,0.6947718602440818,3.3152098655700684,
7d,S3,896,46,47,oracle,0,n13,295984,0.1820301097356614,0.3527345719847856,0.7434475398186523,0.7424837056888831,0.7427264221916738,0.947722189106009,0.0,-0.091631508054433,0.0009638341297691,0.8355413731942962,0.5761917377494237,0.0104115704086446,0.1920711700412662,1.0551615351997876,11754084.0,295984,6.4,,,,,,,,
7d,S3,896,46,47,A,0,n13,295984,0.1820301097356614,0.3554807863426795,0.7492356492650918,0.7491857468976131,0.7490878163178206,0.9877790801574086,0.0,-0.0210548632410653,4.990236747870469e-05,0.8317180768294085,0.5706560241158277,0.0075480095442163,0.1842822078259177,1.0123721185111998,9767244.0,295984,5.2,,,,,,,,
7d,S3,896,46,47,B_teacher,0,n13,295984,0.1820301097356614,0.3476533732482133,0.7327380573917434,0.7319405160893153,0.7320726067673,0.9526675322289264,0.0,-0.0841302783326244,0.000797541302428,0.8416801556329842,0.5862851970098045,0.0098251593642539,0.1910741193307714,1.0496841407624455,9767244.0,295984,0.1,,,,,,,,
7d,S3,896,46,47,B,0,n13,295984,0.1820301097356614,0.3520577695222985,0.7420210646000538,0.7413346889311945,0.7413435963283722,0.9557627429971456,0.0,-0.0776985404102721,0.0006863756688593,0.8363009672531938,0.577107204176104,0.0086232805436756,0.1904553311681087,1.046284768188528,11754084.0,295984,14.0,9767244.0,,,,,,,
7d,S3,896,46,47,B_nofresh,0,n13,295984,0.1820301097356614,0.353277765063047,0.7445924107492435,0.7438476064801967,0.7438440150981979,0.9539340785754188,0.0,-0.0808276350611041,0.0007448042690468,0.8349262252775904,0.5743689116925317,0.0090102574102933,0.1908204286060317,1.0482904662483334,9767244.0,295984,11.7,9767244.0,,,,,,,
7d,S3,896,46,47,C,0,n13,295984,0.1820301097356614,0.3532823707600119,0.7446021180315733,0.7439723207607887,0.7439439189288778,0.9575359429216044,0.0,-0.0743934531092418,0.0006297972707846,0.8347344343682024,0.5749339428252911,0.0087221509121864,0.1901026390510801,1.0443472199579589,11754084.0,295984,7.0,,0.1690340191125869,,,,,,
7d,S3,896,46,47,D,0,n13,295984,0.1820301097356614,0.3544105119334271,0.7469798656258178,0.7463769863792954,0.7457433847522494,0.9582567352921172,0.0,-0.0725049075757836,0.0006028792465223,0.8338347123741203,0.5727172659365461,0.0080369353268747,0.1899596455016524,1.0435616710746705,,295984,5.3,,,11750774.0,11466237.0,0.0002060922124655,,,9767244.0
7d,S3,896,46,47,E,0,n13,295984,0.1820301097356614,0.3547193629905458,0.747630821264482,0.7476228633755241,0.74766367114914,1.0049656589602511,0.0,0.0083914522432411,7.957888957910164e-06,0.8326295054556634,0.5720294661616152,0.0070330313815316,0.1811306765685822,0.9950588769715886,9767244.0,295984,5.4,,,,,,0.7356800492425,6.293135643005371,
1d,S4,131072,46,47,oracle,0,n13,295984,0.1340646791718471,0.2869741697868201,0.7282848824483407,0.7270325830377654,0.7272879776111294,0.9355031337821852,0.0,-0.1076749767120831,0.0012522994105752,0.846822542305524,0.5381274285659453,0.0095407537628215,0.1433075682278383,1.0689435063216275,11754084.0,295984,6.5,,,,,,,,
1d,S4,131072,46,47,A,0,n13,295984,0.1340646791718471,0.2870196112071935,0.7284002039754298,0.7272602171496019,0.7274718704424404,0.9383489713611908,0.0,-0.1028155357517234,0.0011399868258279,0.8466405496209417,0.5381730853629004,0.0092021196590785,0.1428729430772112,1.0657015998529595,11466237.0,295984,6.0,,,,,,,,
1d,S4,131072,46,47,B_teacher,0,n13,295984,0.1340646791718471,0.2840369871659227,0.7208308816183057,0.7208003289647139,0.7208172699092441,0.9894865105030904,0.0,-0.0169242776758557,3.05526535917533e-05,0.8503099715893687,0.5425639221415482,0.0027758176449336,0.1354891428521687,1.0106251973981577,11466237.0,295984,0.0,,,,,,,,
1d,S4,131072,46,47,B,0,n13,295984,0.1340646791718471,0.2856678148498999,0.7249696065390925,0.7248994266391167,0.724954324555097,0.9840672890396278,0.0,-0.0255302561528344,7.017989997581964e-05,0.8481076741341251,0.5393377709917593,0.0029435746141725,0.1362352764541982,1.016190672261773,11754084.0,295984,14.1,11466237.0,,,,,,,
1d,S4,131072,46,47,B_nofresh,0,n13,295984,0.1340646791718471,0.2857243065308054,0.725112971487994,0.7250409942965332,0.725096066015357,0.9838674919281166,0.0,-0.0258552144200404,7.197719146079251e-05,0.8480305452467827,0.5392424023959588,0.0030665644982487,0.1362629421865705,1.0163970333446712,11466237.0,295984,14.0,11466237.0,,,,,,,
1d,S4,131072,46,47,C,0,n13,295984,0.1340646791718471,0.2869851486120861,0.7283127445812784,0.7271016502468389,0.7273033331648452,0.9365740088846284,0.0,-0.1059970327143623,0.0012110943344394,0.8467813181475705,0.5381738393766908,0.0094152326099215,0.1431437109081273,1.0677212804473464,11754084.0,295984,6.9,,0.0244889352470636,,,,,,
